name,rooms,area,district,floor,uprice,sprice,age
共和园小区,1,34.05,182,7,95447,325,26
明日星城,8,217.33,140,34,88344,1920,15
打浦路303弄,4,80.87,79,7,76666,620,21
复兴中路626弄,2,55.53,117,6,117954,655,28
瑞福北大楼,3,74.49,147,23,91287,680,27
桥一小区,2,46.5,17,7,85591,398,28
明珠家园(黄浦),4,115.59,141,33,91703,1060,13
爱心公寓,6,148.46,17,6,77461,1150,18
蓬莱路252弄,2,53.14,147,3,71509,380,105
北蒙三小区,2,54.9,17,7,78324,430,28
明日星城,4,95.82,140,34,94969,910,15
东业大厦,5,139.32,147,16,73212,1020,16
瞿溪坊,4,88.16,17,7,85072,750,20
学院路68号,2,55.12,147,6,90711,500,30
瞿溪坊,3,77.38,17,6,77539,600,22
中福花苑,3,45.0,141,15,95555,430,14
南文大厦,4,112.16,132,27,79172,888,17
西凌新邨,2,47.52,141,7,77861,370,26
佳成大厦(公寓),4,103.17,147,17,89173,920,11
南花苑,3,87.51,140,6,91418,800,20
人才大厦,4,122.27,17,24,77696,950,19
太阳都市花园,5,148.69,147,33,90792,1350,18
金鹿大楼,2,53.99,117,29,88905,480,25
汝南街小区,2,37.62,17,7,77086,290,28
金中苑,3,79.59,8,25,94232,750,20
兴林公寓,5,163.49,132,26,79515,1300,18
新家坡园景苑,5,114.35,17,34,100568,1150,18
沧海苑,7,255.0,132,18,143137,3650,17
瑞金花园,5,147.83,79,20,77792,1150,20
惠祥公寓,4,97.01,8,14,97928,950,19
汇龙新城,5,134.35,17,32,115370,1550,15
水景苑,5,192.31,19,32,82159,1580,15
连云大楼,2,39.2,84,13,103316,405,25
振华里小区,2,50.29,84,3,155100,780,23
香港广场,3,97.33,84,38,89900,875,20
城申公寓,3,103.01,17,20,78633,810,21
蒙自新村,1,38.5,17,7,81038,312,31
新闸路274号,1,32.79,19,7,90881,298,41
中山南一路1043弄,2,46.52,79,5,75236,350,33
实华公寓,4,107.95,132,18,92635,1000,14
福鑫大楼,5,112.78,182,22,87604,988,15
茂名大楼,2,58.0,117,16,84482,490,25
明华大厦,5,164.73,132,26,78917,1300,15
锦凯华苑,4,107.27,141,26,83900,900,14
兴林公寓,5,163.49,132,26,72175,1180,18
翠湖天地雅苑,4,108.19,84,33,161752,1750,14
融创滨江壹号院,8,481.0,8,27,79002,3800,5
融创滨江壹号院,6,251.79,8,36,87374,2200,5
瞿溪路129号,1,31.21,141,6,78500,245,53
马当小区,3,83.68,84,27,101577,850,25
长新大楼,3,77.02,19,21,84393,650,30
西凌新邨,3,64.58,141,26,97553,630,24
西凌新邨,3,65.53,141,32,76300,500,24
蒙西小区,3,58.64,17,6,92087,540,37
大同花园北区,3,73.62,79,32,101874,750,14
康瞿小区,2,49.14,79,20,88522,435,27
紫荆新苑,4,91.49,8,6,87222,798,19
开城新苑,4,132.56,17,28,95051,1260,15
海悦花园,5,132.05,79,39,105263,1390,12
斜土路723弄,1,37.84,79,6,99101,375,26
薛家浜路242弄,4,50.15,140,6,92721,465,32
中山南一路1024号,2,60.86,8,6,82155,500,38
五金新邨,3,52.56,117,5,102739,540,41
南花苑,4,87.47,140,6,93517,818,20
斜土路486弄,3,52.8,17,7,81439,430,33
五岭小区,3,51.2,79,7,84960,435,29
健乐小区,2,46.09,84,6,122586,565,32
上海滩新昌城,6,260.2,19,28,126825,3300,11
瞿溪路937弄,1,33.1,17,6,80966,268,36
瞿溪路1240弄,2,36.83,79,6,86885,320,34
绍兴路52号,2,96.6,117,61,124223,1200,82
名盛苑,5,140.24,79,18,87706,1230,14
中山南路1748号(公寓),2,48.46,8,5,111432,540,40
局门后路19号,2,38.5,17,6,94805,365,35
融创滨江壹号院,6,265.36,8,23,105517,2800,5
北蒙三小区,2,35.3,17,7,101983,360,28
黄陂南路783号,2,32.04,84,6,115480,370,36
嘉登公寓,5,114.7,8,11,95902,1100,19
城申公寓,4,83.97,17,20,89317,750,21
斜土路486弄,2,45.56,17,6,82309,375,33
瞿溪新村,2,42.24,8,6,91856,388,27
黄浦众鑫城,4,121.63,132,31,98659,1200,15
瞿溪路904弄,2,30.93,17,6,96993,300,34
耀江花园,4,103.84,8,26,125192,1300,15
瑞金二路48弄,2,38.26,117,5,112388,430,41
五岭小区,2,48.66,79,7,83230,405,27
豫景公寓,5,128.27,141,27,84197,1080,17
华丽家族汇景天地(公寓),5,214.38,17,31,93292,2000,6
平和里,2,45.88,19,4,141673,650,17
华润外滩九里,6,270.94,182,24,118107,3200,6
融创滨江壹号院,5,238.93,8,27,117189,2800,5
豫景公寓,4,102.83,141,26,82660,850,17
鲁班大楼,3,64.5,8,24,98604,636,27
东淮海公寓,5,146.18,147,28,102613,1500,14
东晖花苑,3,74.03,79,31,87802,650,18
瞿西新村,3,60.65,79,6,82440,500,34
海潮新村,2,44.38,141,6,85624,380,24
蒙自路395弄,2,39.7,17,7,83123,330,30
海乾公寓,3,76.38,17,7,77245,590,22
上海滩花园,4,109.01,182,32,105494,1150,10
融创滨江壹号院,3,86.04,8,38,116225,1000,5
耀江花园,4,103.4,8,34,120889,1250,15
郁金香花苑,7,196.44,79,11,70759,1390,18
复兴中路480弄,1,33.09,84,6,116349,385,40
上海滩新昌城,5,135.39,19,28,97496,1320,11
河南南路790弄,2,41.98,147,6,78608,330,35
振华大楼,2,73.89,19,20,83231,615,29
海潮新村,1,37.02,141,6,86439,320,25
制造局后街26号,2,38.73,17,7,87787,340,24
冠浦花园,4,104.71,141,32,81176,850,23
南园小区,3,68.91,79,29,69656,480,25
斜桥公寓,3,77.78,132,24,89997,700,26
五岭小区,1,31.26,79,6,95969,300,27
马当小区,3,57.04,84,26,107819,615,25
绍兴路19号,3,56.51,117,6,109715,620,39
华府天地睿园,5,122.23,141,15,139082,1700,3
丽园新村,2,36.7,17,6,88555,325,36
局门后路62号,3,49.08,17,6,97799,480,36
新华南园大厦,2,54.59,8,31,76937,420,13
北京东路375号,2,44.2,34,7,81447,360,33
茂名大楼,2,57.4,117,16,81881,470,25
蒙西小区,2,46.82,17,6,74754,350,30
建国中路18弄,4,84.05,117,6,111719,939,35
瞿溪路907弄,2,34.86,17,6,80321,280,33
重矿大厦,3,110.0,17,24,81818,900,21
丽园新村,2,38.26,17,6,82331,315,37
制造局路733号,2,35.12,8,6,73462,258,40
金中苑,4,102.13,8,24,86164,880,20
新华南园大厦,2,54.59,8,31,80600,440,13
蒙西小区,2,48.39,17,7,79561,385,21
重建小区,3,50.91,84,7,92319,470,37
瑞金二路410弄,1,29.87,79,7,93739,280,29
春江小区(卢湾),2,49.94,8,5,78093,390,33
顺天村(南区),3,56.14,19,6,90844,510,36
水景苑,6,178.93,19,32,86626,1550,15
瞿溪新村,2,48.35,8,5,72388,350,37
制造局路521号,2,49.87,141,6,74192,370,38
卢湾城市花园,4,95.4,8,26,103563,988,15
紫华大楼,4,108.38,19,21,83041,900,28
百溪公寓,2,52.76,17,7,78658,415,24
大同花园南区,4,142.42,79,36,84257,1200,15
惠德公寓,5,130.45,132,16,78190,1020,16
新华南园大厦,2,54.59,8,31,82432,450,13
联兴大厦,5,134.51,79,20,80142,1078,18
弘辉名苑,3,80.9,8,33,108776,880,12
海华花园,5,117.37,79,33,80940,950,23
兴林公寓,4,122.99,132,26,78055,960,18
银南大厦,2,57.82,141,23,94258,545,26
淮海晶华苑,7,407.76,84,23,95154,3880,11
淞园大厦,4,104.68,8,22,105082,1100,20
泰康路21号,1,41.66,79,6,97215,405,29
马当小区,1,43.34,84,27,118827,515,25
瞿二小区,2,42.9,141,6,67599,290,43
南园新村,2,39.96,79,6,80080,320,29
桃源兴城苑,5,118.68,17,8,101112,1200,15
长新大楼,2,40.43,19,21,103883,420,30
康瞿小区,2,37.04,79,6,93142,345,22
太阳都市花园,4,101.96,147,33,93173,950,18
瞿西新村,2,41.82,79,6,82496,345,29
丽园新村,1,24.49,17,7,97999,240,34
嘉登公寓,5,117.28,8,10,92769,1088,19
阳光翠竹苑,4,126.41,140,32,90973,1150,13
祥安公寓,4,116.0,17,25,84482,980,19
卜邻公寓,2,36.76,117,6,108813,400,81
斜土新村,2,34.6,79,7,75144,260,30
太阳都市花园,4,96.13,147,24,91542,880,18
瞿溪路1032弄,2,34.37,79,5,75647,260,37
西凌新邨,4,87.73,141,32,76370,670,22
明日星城,4,98.77,140,35,96183,950,12
联海小区,3,51.18,17,5,87924,450,31
复地雅园,4,138.74,147,21,99466,1380,10
锦绣家园,4,101.41,141,22,86776,880,17
秀水苑(黄浦),4,94.5,140,24,84656,800,19
海悦花园,4,108.57,79,37,101317,1100,13
嘉登公寓,3,79.44,8,11,100075,795,19
南花苑,4,87.51,140,6,90275,790,20
沧海苑,4,146.0,132,14,71917,1050,17
怡绿公寓,5,106.7,17,7,81537,870,21
打浦路303弄,2,40.93,79,6,87955,360,53
浩城华苑,4,97.24,140,34,93582,910,14
海潮公寓,5,105.0,141,31,73142,768,23
南陆大厦,3,81.44,141,25,85952,700,23
复兴佳苑,5,162.7,17,37,90964,1480,15
福鑫大楼,4,101.86,182,22,91301,930,15
先棉祠街小区,3,52.0,147,6,80769,420,30
太阳都市花园,4,114.31,147,33,94479,1080,18
长峰馨园,3,62.85,140,34,111376,700,11
瑞南新苑,5,143.84,79,33,82730,1190,18
银河公寓,3,73.74,34,19,85435,630,27
蓬莱大厦,4,116.98,132,26,85484,1000,15
大林路43弄,3,47.37,132,7,77052,365,25
普育西路110号,2,45.85,141,6,91166,418,24
益元大楼,3,72.0,8,22,83333,600,28
耀江花园,5,151.83,8,30,110650,1680,11
福鑫大楼,3,67.32,182,22,109180,735,15
金瓯万国大厦,5,143.86,19,28,93841,1350,18
弘辉名苑,3,80.83,8,31,117530,950,12
中山南一路1012弄,2,41.14,8,6,81429,335,39
江南造船大厦(公寓),3,100.59,79,24,80524,810,17
开元坊,6,156.0,132,24,107051,1670,11
开元坊,5,148.79,132,24,108878,1620,11
威海小区,2,43.05,19,6,92450,398,52
老西门新苑,4,116.45,132,40,97037,1130,11
松柏公寓,3,73.11,34,21,87265,638,25
大同花园南区,5,136.7,79,37,87783,1200,18
百汇公寓,4,104.0,141,30,84615,880,21
福海小区,2,28.12,19,6,124466,350,38
南花苑,4,87.0,140,6,93103,810,20
士林华苑,6,197.29,147,25,103907,2050,10
明珠家园(黄浦),4,100.99,141,33,92088,930,13
蒙西小区,2,39.36,17,7,88922,350,21
东方苑,4,107.19,141,21,82097,880,19
中山南路1814弄,2,50.24,8,6,113455,570,35
复兴坊,2,39.0,117,8,97435,380,82
福鑫大楼,4,107.38,182,22,86608,930,15
蒙自新村,2,36.0,17,7,90277,325,28
新中苑,4,116.01,141,31,75855,880,18
银杏家园,5,155.11,17,21,93482,1450,17
中福花苑,4,79.98,141,19,97524,780,14
南塘浜路93弄,3,48.01,79,6,99979,480,36
丽园新村,2,28.54,17,6,85844,245,31
瑞南新苑,4,102.43,79,33,92746,950,18
重矿大厦,4,122.8,17,24,76140,935,21
蒙自路345弄,3,49.7,17,5,84507,420,34
中山南路1768弄,4,68.46,8,6,92754,635,27
郁金香花苑,6,147.95,79,12,87867,1300,18
平和里,3,69.66,19,4,120585,840,17
香港广场,5,127.41,84,38,86335,1100,20
海琪园,4,119.2,182,31,109060,1300,14
紫荆新苑,4,93.0,8,6,86021,800,19
蒙西小区,3,48.37,17,7,82695,400,23
瞿溪路904弄,2,50.14,17,6,81771,410,33
东业大厦,5,157.9,147,28,69664,1100,16
瞿溪路937弄,3,42.27,17,6,75703,320,18
华润外滩九里,5,188.21,182,25,134849,2538,7
瞿西新村,2,52.91,79,6,85050,450,33
柳市路84号,1,36.96,140,6,93344,345,33
金鹿大楼,3,86.76,117,29,89557,777,25
天天花园,4,137.28,79,25,65559,900,20
瑞雪大楼,2,53.12,117,18,95067,505,26
滨江名人苑,4,102.63,182,31,97437,1000,14
丽园新村,3,49.43,17,6,85980,425,31
海潮公寓,2,66.13,141,31,83169,550,23
东晖花苑,4,107.02,79,29,86899,930,13
瑞福南大楼,3,93.1,147,23,80558,750,27
实华公寓,4,116.0,132,18,90517,1050,14
同兴大楼,2,53.23,34,10,93556,498,25
太阳都市花园,5,161.07,147,30,102439,1650,14
丽丽小区,1,35.57,17,6,92774,330,31
惠祥公寓,3,78.21,8,14,93338,730,19
滨江名人苑,4,101.1,182,32,108803,1100,14
锦凯华苑,4,104.86,141,26,93457,980,14
鲁班大楼,3,86.61,8,27,75049,650,27
东都公寓,4,98.8,17,27,109919,1086,13
海华花园,5,115.22,79,33,86790,1000,23
海潮公寓,4,105.0,141,31,83809,880,23
振华里小区,3,62.12,84,3,160978,1000,23
西凌新邨,3,64.13,141,31,92000,590,24
怡绿公寓,4,100.78,17,7,84342,850,21
长江公寓,2,62.71,19,14,113219,710,78
徽宁路154号,3,50.16,141,6,81738,410,33
铁道路776弄,2,51.34,8,6,79859,410,31
卢湾城市花园,4,95.88,8,26,99082,950,15
瞿二小区,2,40.66,141,6,73782,300,43
银杏家园,5,174.01,17,19,85052,1480,17
中福花苑,3,42.46,141,15,97739,415,14
北蒙三小区,2,54.9,17,7,87431,480,28
太阳都市花园,4,144.43,147,19,88624,1280,14
士林华苑,3,89.65,147,23,109313,980,10
蒙自新村,2,54.87,17,7,85657,470,28
大众家园,4,100.9,17,20,89197,900,16
翠湖天地雅苑,4,119.8,84,22,156928,1880,14
南园小区,3,69.91,79,29,76956,538,23
思南新苑,5,131.11,79,31,122034,1600,14
太阳都市花园,6,278.0,147,33,104316,2900,18
海琪园,5,168.75,182,30,103703,1750,14
斜土路486弄,4,65.63,17,7,83803,550,33
黄浦新苑(公寓),4,112.96,141,24,105347,1190,10
市民新村,4,79.34,8,6,92009,730,52
威海路167号,3,67.57,19,8,79621,538,40
瞿二小区,2,37.74,141,6,75516,285,43
明日星城,5,122.77,140,18,93671,1150,16
桃源兴城苑,6,147.62,17,20,94838,1400,14
开城新苑,3,109.12,17,29,106304,1160,15
中山南一路1022号,1,36.41,8,6,82394,300,38
大众汽车公寓,5,123.12,17,29,73099,900,21
海潮公寓,3,82.17,141,31,75453,620,23
瑞福北大楼,3,68.1,147,23,89574,610,27
明日星城,4,109.19,140,7,87004,950,15
黄浦众鑫城,4,119.98,132,31,90015,1080,15
华电公寓,3,98.63,17,20,79083,780,19
中福花苑,3,77.1,141,19,103761,800,14
运泰公寓,4,148.8,17,25,87365,1300,18
鼎达公寓,4,80.16,17,7,89820,720,19
鼎达公寓,5,109.48,17,7,80379,880,19
华盛大公馆,7,221.66,19,30,110529,2450,13
新中苑,5,146.24,141,27,75218,1100,18
中山南路1814弄,2,48.07,8,6,114416,550,35
瞿溪新村,2,46.75,8,5,77005,360,37
黄浦丽园,3,79.04,141,28,120192,950,9
金南新苑,4,130.25,140,34,69865,910,16
东方苑,5,122.57,141,20,75875,930,19
明日星城,7,167.63,140,9,88289,1480,15
耀江花园,4,111.81,8,34,125212,1400,15
天歌大厦,5,132.66,79,28,67465,895,19
海潮公寓,4,105.35,141,31,72140,760,23
杰仕豪庭,5,168.16,19,30,89200,1500,15
陕西南路271弄,2,46.5,117,5,100000,465,26
外滩公馆,5,155.0,140,35,135483,2100,2
北蒙三小区,1,40.2,17,6,96517,388,28
嘉登公寓,3,85.0,8,14,103529,880,19
西凌新邨,2,46.22,141,32,83946,388,23
大同花园北区,3,72.23,79,32,101066,730,14
打浦路500弄,3,56.14,79,6,81938,460,52
瞿溪路1003弄,2,54.91,17,6,83773,460,32
滨江名人苑,4,130.57,182,32,95734,1250,14
明日星城,4,97.9,140,33,102145,1000,6
华润外滩九里,6,319.41,182,24,140884,4500,6
桥一小区,2,44.5,17,7,83146,370,28
瑞雪大楼,3,56.0,117,17,101785,570,26
打浦路339弄,2,48.77,79,6,82017,400,35
阳光翠竹苑,4,123.0,140,32,82926,1020,13
中福花苑,2,42.46,141,15,94206,400,14
汇龙新城,3,80.06,17,32,123657,990,15
佳成大厦(公寓),4,110.07,147,17,109021,1200,11
瞿溪路937弄,2,29.38,17,6,85091,250,18
五里桥路256号,3,60.7,17,7,90609,550,29
县左街20弄,1,29.5,147,8,98305,290,30
融创滨江壹号院,4,173.66,8,23,99619,1730,5
南塘浜路93弄,1,29.27,79,6,99077,290,37
马当小区,1,43.34,84,27,115366,500,25
百汇公寓,4,104.6,141,30,84130,880,21
西凌新邨,2,49.5,141,7,90909,450,26
斜土新村,1,21.4,79,6,102803,220,30
重矿大厦,4,109.78,17,24,81071,890,21
黄浦逸城,4,76.0,141,30,111842,850,3
重庆公寓,3,49.68,84,5,120772,600,81
春江小区(卢湾),2,33.22,8,5,93317,310,33
翠湖天地御苑,4,123.11,84,26,186824,2300,11
顺风公寓,2,58.03,17,8,105979,615,22
海南西弄56号,3,51.15,141,7,87976,450,22
光启路103弄,2,26.5,147,7,84905,225,25
银南大厦,2,44.75,141,23,98324,440,26
融创滨江壹号院,5,238.93,8,27,119281,2850,5
打浦路339弄,2,41.89,79,5,78777,330,48
华丽家族汇景天地(公寓),5,213.37,17,30,79673,1700,6
海洲国际华园,4,125.7,141,26,87509,1100,11
瑞南新苑,4,114.65,79,33,92455,1060,18
福州大楼,3,66.31,34,21,105564,700,86
斜土路550弄,2,52.0,17,6,82692,430,38
兴林公寓,4,123.0,132,26,93495,1150,15
宁新小区,1,37.0,34,7,85945,318,28
华润外滩九里,4,109.36,182,23,145391,1590,7
华润外滩九里,3,90.63,182,23,147633,1338,7
联海小区,2,37.0,17,5,85135,315,31
新闸路278号,2,28.25,19,7,109734,310,41
永泰街43弄,1,31.0,140,7,90322,280,31
华丽家族汇景天地(公寓),5,214.41,17,31,83951,1800,6
牌楼路25号,2,21.17,132,6,125177,265,27
振兴大楼,3,90.56,19,16,88339,800,32
融创滨江壹号院,6,251.79,8,36,99289,2500,5
海潮新村,2,37.55,141,7,93209,350,21
浦江公馆,5,193.03,182,33,103610,2000,7
瞿溪路937弄,3,40.2,17,6,106965,430,39
中福花苑,3,42.46,141,15,105982,450,14
太阳都市花园,5,153.52,147,33,97707,1500,18
华润外滩九里,3,90.63,182,23,154474,1400,7
融创滨江壹号院,5,218.91,8,38,100497,2200,5
五里桥路269弄,2,35.55,17,6,91420,325,42
悦来小区,2,41.64,182,16,98463,410,24
西凌新邨,4,102.72,141,32,82554,848,24
南园小区,3,77.19,79,29,80062,618,23
复地雅园,6,177.5,147,24,95774,1700,11
华润外滩九里,3,73.86,182,23,169239,1250,7
天天花园,5,167.69,79,32,79909,1340,20
蒙自路395弄,2,42.4,17,7,77830,330,30
丽园路694弄,2,40.88,17,7,92954,380,31
新家坡园景苑,4,76.73,17,33,91228,700,18
新华南园大厦,2,54.59,8,31,83348,455,13
融创滨江壹号院,3,86.53,8,38,150236,1300,5
益元大楼,1,37.9,8,22,87071,330,28
马当小区,3,83.86,84,27,101359,850,25
中福花苑,3,42.46,141,15,96090,408,14
祥康里,4,76.17,19,7,105028,800,35
中华路1141弄,2,47.04,132,7,82482,388,28
蒙自路440弄,2,50.59,17,6,69183,350,31
融创滨江壹号院,3,86.53,8,38,136368,1180,5
绿城黄浦湾,6,284.89,182,28,129172,3680,5
蒙自路224号,3,49.26,17,7,85261,420,30
打浦路339弄,3,72.72,79,6,70132,510,35
大众汽车公寓,3,91.0,17,26,79120,720,21
豫景公寓,4,108.88,141,27,90925,990,17
新华南园大厦,3,85.61,8,31,72421,620,13
西姚家弄51号,2,28.05,147,6,99821,280,35
斜土路12号,3,36.58,17,6,92946,340,43
国货路378号,2,41.86,141,6,83612,350,34
市民新村,3,65.9,8,6,100151,660,52
帝庭,6,258.05,79,24,72854,1880,13
长江公寓,3,60.49,19,14,112415,680,78
金日世家,4,126.53,141,25,85355,1080,11
耀江花园,5,136.89,8,26,122726,1680,15
黄浦丽园,5,127.77,141,18,101745,1300,9
华润外滩九里,5,186.64,182,25,138769,2590,7
海华花园,4,88.98,79,33,87660,780,23
绿地名人坊,4,101.56,182,18,97479,990,14
明日星城,4,93.31,140,34,85735,800,15
南塘浜路93弄,2,44.13,79,6,77045,340,36
海潮新村,2,35.54,141,6,95666,340,24
豫景公寓,3,107.84,141,26,76965,830,17
士林华苑,5,145.44,147,23,92821,1350,10
黄浦新苑(公寓),4,117.96,141,32,78840,930,16
金色家园,6,203.65,19,30,85931,1750,13
瞿四小区,4,64.04,8,5,71830,460,39
新地苑,5,155.12,147,29,70268,1090,18
黄浦新苑(公寓),6,169.2,141,15,91607,1550,16
翠湖天地御苑,8,434.07,84,29,149745,6500,11
上海滩新昌城,5,137.71,19,25,101299,1395,11
耀江花园,5,146.38,8,34,109304,1600,13
瑞雪大楼,3,60.14,117,22,96441,580,26
佳日公寓,4,104.93,147,23,83865,880,15
华润外滩九里,5,165.61,182,23,123784,2050,7
打浦路339弄,2,39.67,79,5,80665,320,48
瞿四小区,2,39.21,8,6,89262,350,28
学院路5号,4,35.2,147,5,105113,370,43
新华南园大厦,2,47.71,8,31,88031,420,13
惠祥公寓,3,73.45,8,14,102110,750,19
益元大楼,4,72.37,8,17,88434,640,29
鲁班大楼,4,86.0,8,27,81395,700,27
宁新小区,1,37.0,34,7,94594,350,28
县左街14号,4,90.0,147,7,88888,800,30
佳日公寓,5,139.55,147,32,71658,1000,18
长新大楼,2,45.61,19,21,95373,435,30
天天花园,4,133.94,79,32,65701,880,20
仁德坊,4,99.13,17,33,110965,1100,16
马当小区,1,43.34,84,27,119981,520,25
北蒙三小区,2,30.81,17,7,95748,295,30
蒙自路601弄,3,53.06,17,6,86694,460,30
重庆公寓,1,32.02,84,5,118675,380,81
威海小区,2,43.05,19,6,84785,365,52
海潮新村,1,27.17,141,6,92013,250,25
融创滨江壹号院,6,262.38,8,27,120054,3150,5
兴林公寓,4,110.0,132,26,80000,880,15
健乐小区,2,33.18,84,7,135623,450,28
华润外滩九里,4,166.4,182,23,144230,2400,7
明日星城,4,94.69,140,33,86598,820,15
金色家园,5,158.42,19,30,107057,1696,13
瞿四小区,4,63.43,8,6,78511,498,29
开城新苑,4,126.37,17,28,102872,1300,15
永年大厦,3,85.0,84,15,84705,720,27
丽园路574弄,2,49.0,17,7,97959,480,30
陆家浜路413弄,4,57.95,140,28,112165,650,39
普育西路110号,3,64.37,141,6,85443,550,24
秀水苑(黄浦),5,122.65,140,24,70933,870,18
翠湖天地御苑,5,193.56,84,26,148791,2880,11
重矿大厦,4,109.7,17,24,74749,820,21
市民新村,4,79.34,8,6,90748,720,52
西凌新邨,3,87.73,141,32,85489,750,22
惠德公寓,4,105.0,132,5,92095,967,20
复兴中路455号,4,120.65,84,5,107749,1300,81
西凌新邨,2,40.27,141,7,86913,350,25
南车站路192弄,3,51.72,141,6,90873,470,36
五里桥路269弄,2,40.27,17,6,98087,395,34
天天花园,4,117.92,79,25,84803,1000,20
瞿二小区,3,53.55,141,6,61624,330,41
建国中路18弄,3,54.63,117,6,109829,600,35
巴士小区,5,109.26,84,7,91524,1000,23
卜邻公寓,3,81.0,117,6,96296,780,81
陕西南路271弄,1,40.0,117,6,100000,400,26
四川南路44弄,3,66.84,147,6,86774,580,27
同兴大楼,2,67.62,34,10,90209,610,25
金汇园,5,108.43,141,7,78391,850,19
卜邻公寓,2,60.08,117,6,109853,660,81
东晖花苑,5,112.27,79,31,84172,945,18
蒙自路430弄,2,47.83,17,6,73175,350,35
打浦路500弄,2,49.95,79,6,80080,400,52
华电公寓,3,98.63,17,20,83139,820,19
复兴中路455号,2,76.25,84,5,111475,850,81
中福花苑,2,44.62,141,19,100851,450,14
南川大楼,4,101.98,34,16,88252,900,23
振颖苑,6,159.48,79,8,125282,1998,17
长新大楼,2,36.62,19,21,101037,370,30
巴士小区,2,45.52,84,7,112038,510,24
复地雅园,5,134.42,147,21,95223,1280,10
蒙自新村,3,48.76,17,7,82034,400,28
明日星城,4,97.58,140,35,90182,880,12
中南小区,3,79.13,8,7,94148,745,18
健乐小区,1,34.99,84,6,125750,440,33
宁新小区,2,37.06,34,7,89044,330,28
巴士小区,3,45.92,84,7,111062,510,24
建德坊,4,101.0,84,31,118811,1200,15
申升公寓,4,93.83,140,19,77800,730,18
卜邻公寓,2,61.0,117,6,101639,620,81
桥一小区,2,42.9,17,7,88578,380,28
太阳都市花园,5,156.61,147,33,108549,1700,18
华润外滩九里,3,73.51,182,23,152360,1120,7
明华大厦,4,130.8,132,25,68807,900,15
林荫大楼,4,82.48,132,16,78806,650,27
新华南园大厦,3,85.86,8,31,75704,650,13
陕西南路83弄,1,36.59,117,4,106586,390,31
西凌新邨,1,24.94,141,7,94226,235,26
桃源新村,4,96.86,132,9,96014,930,30
太阳都市花园,5,178.84,147,29,110713,1980,14
仁宝公寓,4,92.52,141,26,81063,750,21
中福花苑,2,54.1,141,15,91497,495,14
翠湖天地嘉苑,4,132.07,84,32,147648,1950,9
中福花苑,2,42.46,141,15,105982,450,14
中福花苑,3,44.54,141,15,98787,440,14
中福花苑,3,42.46,141,15,96090,408,14
健乐小区,2,57.65,84,6,121422,700,33
紫荆新苑,3,95.03,8,6,83657,795,19
老西门新苑,4,120.2,132,35,103993,1250,11
汇龙新城,5,143.69,17,33,100911,1450,15
明日星城,4,98.76,140,35,96192,950,12
士林华苑,5,142.04,147,26,102083,1450,10
老西门新苑,5,154.19,132,40,103768,1600,11
卢湾都市花园,4,93.8,17,15,98081,920,13
西凌新邨,3,85.63,141,32,81747,700,22
香港广场,4,116.25,84,38,98924,1150,20
翠湖天地雅苑,6,232.86,84,18,133127,3100,14
桥一小区,3,44.5,17,7,87640,390,28
弘辉名苑,5,143.71,8,22,83501,1200,12
健乐小区,1,34.34,84,6,131042,450,32
华府天地,7,454.82,84,25,160503,7300,11
银南大厦,3,60.3,141,23,96185,580,26
老西门新苑,4,114.94,132,40,99617,1145,11
开城新苑,4,95.9,17,28,110323,1058,15
黄浦丽园,6,245.32,141,28,99869,2450,8
丽园公寓,5,91.37,141,12,93028,850,19
长峰馨园,4,93.0,140,34,110752,1030,11
太阳都市花园,7,335.99,147,19,71430,2400,14
金瓯万国大厦,5,148.63,19,28,80737,1200,18
黄浦大楼,5,159.73,19,24,84517,1350,21
弘辉名苑,5,132.35,8,30,104646,1385,12
滨江名人苑,5,147.0,182,31,102040,1500,14
滨江名人苑,4,115.13,182,31,95544,1100,14
弘辉名苑,5,140.84,8,22,70292,990,12
建德小区,2,41.86,117,6,94362,395,33
南园新村,1,34.76,79,6,79113,275,29
新家坡园景苑,5,125.8,17,33,85850,1080,18
海州丽园,5,137.54,141,24,94517,1300,12
东方苑,5,124.77,141,23,76140,950,19
西凌新邨,3,70.85,141,32,79040,560,23
中福花苑,4,59.64,141,15,88698,529,14
福海小区,2,40.21,19,6,99477,400,38
新中苑,4,116.01,141,26,93095,1080,18
瑞福南大楼,3,68.22,147,23,83553,570,27
大同花园南区,5,168.41,79,13,81942,1380,18
绿地名人坊,5,134.51,182,17,92929,1250,14
中南小区,3,65.52,8,7,105006,688,23
兴林公寓,4,110.37,132,26,74295,820,18
瑞金花园,5,147.81,79,29,77802,1150,20
东方苑,3,72.84,141,20,82372,600,19
海潮新村,3,50.0,141,6,85000,425,24
永业公寓,4,112.24,17,11,106022,1190,14
翠湖天地嘉苑,4,131.0,84,32,164122,2150,9
浦江公馆,5,193.91,182,26,110876,2150,7
大同花园南区,5,159.59,79,27,78952,1260,18
百花公寓,5,124.53,141,7,74680,930,19
大同花园南区,4,108.91,79,32,87227,950,18
士林华苑,4,109.28,147,23,96083,1050,10
太阳都市花园,5,153.52,147,33,76862,1180,18
士林华苑,5,145.18,147,23,86100,1250,10
兰馨公寓(卢湾),5,302.48,117,17,115048,3480,8
海珀日晖,5,241.51,8,21,103515,2500,7
南园小区,2,59.54,79,29,63822,380,23
海珀日晖,5,293.86,8,22,122507,3600,7
思南新苑,4,99.67,79,31,115380,1150,14
